data_amount,learning_rate,num_filters,dense_unit,batch_size,epochs,accuracy
67173,0.001,32,256,32,250,0.6493487358093262
67173,0.001,32,256,32,500,0.6457759737968445
67173,0.001,32,256,64,250,0.6469668745994568
67173,0.001,32,256,64,500,0.64875328540802
67173,0.001,32,256,128,250,0.6424264907836914
67173,0.001,32,256,128,500,0.6476367712020874
67173,0.001,32,512,32,250,0.6465947031974792
67173,0.001,32,512,32,500,0.6491253972053528
67173,0.001,32,512,64,250,0.6466691493988037
67173,0.001,32,512,64,500,0.6500930190086365
67173,0.001,32,512,128,250,0.6469668745994568
67173,0.001,32,512,128,500,0.6481577754020691
67173,0.001,64,256,32,250,0.6548567414283752
67173,0.001,64,256,32,500,0.6558243632316589
67173,0.001,64,256,64,250,0.6555266380310059
67173,0.001,64,256,64,500,0.6556010246276855
67173,0.001,64,256,128,250,0.6554521918296814
67173,0.001,64,256,128,500,0.6550055742263794
67173,0.001,64,512,32,250,0.6489021182060242
67173,0.001,64,512,32,500,0.6546334028244019
67173,0.001,64,512,64,250,0.6545590162277222
67173,0.001,64,512,64,500,0.6548567414283752
67173,0.001,64,512,128,250,0.6561964750289917
67173,0.001,64,512,128,500,0.6631931662559509
67173,0.001,128,256,32,250,0.6606624722480774
67173,0.001,128,256,32,500,0.6650539636611938
67173,0.001,128,256,64,250,0.6614067554473877
67173,0.001,128,256,64,500,0.6638630628585815
67173,0.001,128,256,128,250,0.6600669622421265
67173,0.001,128,256,128,500,0.6627465486526489
67173,0.001,128,512,32,250,0.6574618816375732
67173,0.001,128,512,32,500,0.6625232696533203
67173,0.001,128,512,64,250,0.6595459580421448
67173,0.001,128,512,64,500,0.6632676124572754
67173,0.001,128,512,128,250,0.6614067554473877
67173,0.001,128,512,128,500,0.6610345840454102
67173,0.0001,32,256,32,250,0.6402679681777954
67173,0.0001,32,256,32,500,0.6386304497718811
67173,0.0001,32,256,64,250,0.6366207599639893
67173,0.0001,32,256,64,500,0.6390770673751831
67173,0.0001,32,256,128,250,0.630963921546936
67173,0.0001,32,256,128,500,0.6305917501449585
67173,0.0001,32,512,32,250,0.6468924283981323
67173,0.0001,32,512,32,500,0.6480833888053894
67173,0.0001,32,512,64,250,0.6375139355659485
67173,0.0001,32,512,64,500,0.6422032117843628
67173,0.0001,32,512,128,250,0.6372906565666199
67173,0.0001,32,512,128,500,0.6434685587882996
67173,0.0001,64,256,32,250,0.6539635062217712
67173,0.0001,64,256,32,500,0.6595459580421448
67173,0.0001,64,256,64,250,0.6525493264198303
67173,0.0001,64,256,64,500,0.6522516012191772
67173,0.0001,64,256,128,250,0.660439133644104
67173,0.0001,64,256,128,500,0.6610345840454102
67173,0.0001,64,512,32,250,0.6559731960296631
67173,0.0001,64,512,32,500,0.6569408178329468
67173,0.0001,64,512,64,250,0.6579828858375549
67173,0.0001,64,512,64,500,0.6594715118408203
67173,0.0001,64,512,128,250,0.6626721024513245
67173,0.0001,64,512,128,500,0.6631187200546265
67173,0.0001,128,256,32,250,0.6657983064651489
67173,0.0001,128,256,32,500,0.6627465486526489
67173,0.0001,128,256,64,250,0.6632676124572754
67173,0.0001,128,256,64,500,0.6628954410552979
67173,0.0001,128,256,128,250,0.6764421463012695
67173,0.0001,128,256,128,500,0.67562335729599
67173,0.0001,128,512,32,250,0.6649050712585449
67173,0.0001,128,512,32,500,0.6648306846618652
67173,0.0001,128,512,64,250,0.6609601974487305
67173,0.0001,128,512,64,500,0.6650539636611938
67173,0.0001,128,512,128,250,0.6687755584716797
67173,0.0001,128,512,128,500,0.6666914820671082
67173,1e-05,32,256,32,250,0.6126534938812256
67173,1e-05,32,256,32,500,0.6130256652832031
67173,1e-05,32,256,64,250,0.614588737487793
67173,1e-05,32,256,64,500,0.6118347644805908
67173,1e-05,32,256,128,250,0.6058057546615601
67173,1e-05,32,256,128,500,0.6034238934516907
67173,1e-05,32,512,32,250,0.6123557686805725
67173,1e-05,32,512,32,500,0.6163751482963562
67173,1e-05,32,512,64,250,0.6122069358825684
67173,1e-05,32,512,64,500,0.6138444542884827
67173,1e-05,32,512,128,250,0.6099739670753479
67173,1e-05,32,512,128,500,0.6116114854812622
67173,1e-05,64,256,32,250,0.6288797855377197
67173,1e-05,64,256,32,500,0.6313360333442688
67173,1e-05,64,256,64,250,0.6139932870864868
67173,1e-05,64,256,64,500,0.623148500919342
67173,1e-05,64,256,128,250,0.6109415888786316
67173,1e-05,64,256,128,500,0.6095273494720459
67173,1e-05,64,512,32,250,0.6340156197547913
67173,1e-05,64,512,32,500,0.638332724571228
67173,1e-05,64,512,64,250,0.6294752359390259
67173,1e-05,64,512,64,500,0.6320059299468994
67173,1e-05,64,512,128,250,0.6178637742996216
67173,1e-05,64,512,128,500,0.6241905689239502
67173,1e-05,128,256,32,250,0.6465947031974792
67173,1e-05,128,256,32,500,0.6534425020217896
67173,1e-05,128,256,64,250,0.6412355899810791
67173,1e-05,128,256,64,500,0.646148145198822
67173,1e-05,128,256,128,250,0.627614438533783
67173,1e-05,128,256,128,500,0.6366207599639893
67173,1e-05,128,512,32,250,0.6536657810211182
67173,1e-05,128,512,32,500,0.657833993434906
67173,1e-05,128,512,64,250,0.6474134922027588
67173,1e-05,128,512,64,500,0.6536657810211182
67173,1e-05,128,512,128,250,0.6388537287712097
67173,1e-05,128,512,128,500,0.6445106267929077
