data_amount,learning_rate,num_filters,dense_unit,batch_size,epochs,accuracy
5333,0.001,32,256,32,250,0.8781630992889404
5333,0.001,32,256,32,500,0.8894095420837402
5333,0.001,32,256,64,250,0.8716025948524475
5333,0.001,32,256,64,500,0.8791002631187439
5333,0.001,32,256,128,250,0.8819118738174438
5333,0.001,32,256,128,500,0.8772258758544922
5333,0.001,32,512,32,250,0.8744142651557922
5333,0.001,32,512,32,500,0.873477041721344
5333,0.001,32,512,64,250,0.8837863206863403
5333,0.001,32,512,64,500,0.876288652420044
5333,0.001,32,512,128,250,0.8725398182868958
5333,0.001,32,512,128,500,0.8819118738174438
5333,0.001,64,256,32,250,0.8912839889526367
5333,0.001,64,256,32,500,0.8865979313850403
5333,0.001,64,256,64,250,0.8940955996513367
5333,0.001,64,256,64,500,0.8912839889526367
5333,0.001,64,256,128,250,0.8922211527824402
5333,0.001,64,256,128,500,0.8875351548194885
5333,0.001,64,512,32,250,0.8847235441207886
5333,0.001,64,512,32,500,0.8809747099876404
5333,0.001,64,512,64,250,0.8912839889526367
5333,0.001,64,512,64,500,0.8865979313850403
5333,0.001,64,512,128,250,0.8922211527824402
5333,0.001,64,512,128,500,0.8903467655181885
5333,0.001,128,256,32,250,0.8978444337844849
5333,0.001,128,256,32,500,0.8940955996513367
5333,0.001,128,256,64,250,0.8828490972518921
5333,0.001,128,256,64,500,0.8903467655181885
5333,0.001,128,256,128,250,0.8912839889526367
5333,0.001,128,256,128,500,0.9015932679176331
5333,0.001,128,512,32,250,0.8922211527824402
5333,0.001,128,512,32,500,0.8903467655181885
5333,0.001,128,512,64,250,0.8978444337844849
5333,0.001,128,512,64,500,0.8903467655181885
5333,0.001,128,512,128,250,0.8950328230857849
5333,0.001,128,512,128,500,0.8969072103500366
5333,0.0001,32,256,32,250,0.8500468730926514
5333,0.0001,32,256,32,500,0.8678538203239441
5333,0.0001,32,256,64,250,0.8537957072257996
5333,0.0001,32,256,64,500,0.8528584837913513
5333,0.0001,32,256,128,250,0.8266167044639587
5333,0.0001,32,256,128,500,0.8331771492958069
5333,0.0001,32,512,32,250,0.8359887599945068
5333,0.0001,32,512,32,500,0.8641049861907959
5333,0.0001,32,512,64,250,0.8256794810295105
5333,0.0001,32,512,64,500,0.8500468730926514
5333,0.0001,32,512,128,250,0.8491096496582031
5333,0.0001,32,512,128,500,0.8472352623939514
5333,0.0001,64,256,32,250,0.8819118738174438
5333,0.0001,64,256,32,500,0.8819118738174438
5333,0.0001,64,256,64,250,0.8678538203239441
5333,0.0001,64,256,64,500,0.8903467655181885
5333,0.0001,64,256,128,250,0.8575445413589478
5333,0.0001,64,256,128,500,0.873477041721344
5333,0.0001,64,512,32,250,0.8800374865531921
5333,0.0001,64,512,32,500,0.8847235441207886
5333,0.0001,64,512,64,250,0.870665431022644
5333,0.0001,64,512,64,500,0.8809747099876404
5333,0.0001,64,512,128,250,0.8697282075881958
5333,0.0001,64,512,128,500,0.873477041721344
5333,0.0001,128,256,32,250,0.8903467655181885
5333,0.0001,128,256,32,500,0.9034676551818848
5333,0.0001,128,256,64,250,0.8969072103500366
5333,0.0001,128,256,64,500,0.8912839889526367
5333,0.0001,128,256,128,250,0.8809747099876404
5333,0.0001,128,256,128,500,0.8847235441207886
5333,0.0001,128,512,32,250,0.8875351548194885
5333,0.0001,128,512,32,500,0.8959699869155884
5333,0.0001,128,512,64,250,0.8903467655181885
5333,0.0001,128,512,64,500,0.8969072103500366
5333,0.0001,128,512,128,250,0.8809747099876404
5333,0.0001,128,512,128,500,0.8894095420837402
5333,1e-05,32,256,32,250,0.7966260313987732
5333,1e-05,32,256,32,500,0.8106841444969177
5333,1e-05,32,256,64,250,0.8003748655319214
5333,1e-05,32,256,64,500,0.7919400334358215
5333,1e-05,32,256,128,250,0.7731958627700806
5333,1e-05,32,256,128,500,0.7947516441345215
5333,1e-05,32,512,32,250,0.8022493124008179
5333,1e-05,32,512,32,500,0.8097469806671143
5333,1e-05,32,512,64,250,0.8003748655319214
5333,1e-05,32,512,64,500,0.8069353103637695
5333,1e-05,32,512,128,250,0.7910028100013733
5333,1e-05,32,512,128,500,0.7844423651695251
5333,1e-05,64,256,32,250,0.8200562596321106
5333,1e-05,64,256,32,500,0.8163074254989624
5333,1e-05,64,256,64,250,0.8078725337982178
5333,1e-05,64,256,64,500,0.8078725337982178
5333,1e-05,64,256,128,250,0.7985004782676697
5333,1e-05,64,256,128,500,0.8031864762306213
5333,1e-05,64,512,32,250,0.8191190361976624
5333,1e-05,64,512,32,500,0.8303655385971069
5333,1e-05,64,512,64,250,0.8050609230995178
5333,1e-05,64,512,64,500,0.8106841444969177
5333,1e-05,64,512,128,250,0.7947516441345215
5333,1e-05,64,512,128,500,0.8097469806671143
5333,1e-05,128,256,32,250,0.8416119813919067
5333,1e-05,128,256,32,500,0.8416119813919067
5333,1e-05,128,256,64,250,0.8247422575950623
5333,1e-05,128,256,64,500,0.8416119813919067
5333,1e-05,128,256,128,250,0.8069353103637695
5333,1e-05,128,256,128,500,0.823805034160614
5333,1e-05,128,512,32,250,0.839737594127655
5333,1e-05,128,512,32,500,0.8509840965270996
5333,1e-05,128,512,64,250,0.8275538682937622
5333,1e-05,128,512,64,500,0.8341143131256104
5333,1e-05,128,512,128,250,0.8106841444969177
5333,1e-05,128,512,128,500,0.8256794810295105
