data_amount,learning_rate,num_filters,dense_unit,batch_size,epochs,accuracy
7255,0.001,32,256,32,250,0.850447952747345
7255,0.001,32,256,32,500,0.8538938760757446
7255,0.001,32,256,64,250,0.8449345231056213
7255,0.001,32,256,64,500,0.8552722334861755
7255,0.001,32,256,128,250,0.8470020890235901
7255,0.001,32,256,128,500,0.8435561656951904
7255,0.001,32,512,32,250,0.8449345231056213
7255,0.001,32,512,32,500,0.850447952747345
7255,0.001,32,512,64,250,0.8532046675682068
7255,0.001,32,512,64,500,0.8525155186653137
7255,0.001,32,512,128,250,0.8525155186653137
7255,0.001,32,512,128,500,0.8463128805160522
7255,0.001,64,256,32,250,0.8594073057174683
7255,0.001,64,256,32,500,0.8690558075904846
7255,0.001,64,256,64,250,0.8538938760757446
7255,0.001,64,256,64,500,0.863542377948761
7255,0.001,64,256,128,250,0.8566505908966064
7255,0.001,64,256,128,500,0.8594073057174683
7255,0.001,64,512,32,250,0.8525155186653137
7255,0.001,64,512,32,500,0.8559613823890686
7255,0.001,64,512,64,250,0.8628532290458679
7255,0.001,64,512,64,500,0.8642315864562988
7255,0.001,64,512,128,250,0.8656099438667297
7255,0.001,64,512,128,500,0.8642315864562988
7255,0.001,128,256,32,250,0.8621640205383301
7255,0.001,128,256,32,500,0.8607856631278992
7255,0.001,128,256,64,250,0.8683666586875916
7255,0.001,128,256,64,500,0.8669883012771606
7255,0.001,128,256,128,250,0.8600965142250061
7255,0.001,128,256,128,500,0.8690558075904846
7255,0.001,128,512,32,250,0.8573397397994995
7255,0.001,128,512,32,500,0.8552722334861755
7255,0.001,128,512,64,250,0.8628532290458679
7255,0.001,128,512,64,500,0.8718125224113464
7255,0.001,128,512,128,250,0.861474871635437
7255,0.001,128,512,128,500,0.8662990927696228
7255,0.0001,32,256,32,250,0.8277050256729126
7255,0.0001,32,256,32,500,0.8401102423667908
7255,0.0001,32,256,64,250,0.8173673152923584
7255,0.0001,32,256,64,500,0.8249483108520508
7255,0.0001,32,256,128,250,0.7994486689567566
7255,0.0001,32,256,128,500,0.8056512475013733
7255,0.0001,32,512,32,250,0.8304617404937744
7255,0.0001,32,512,32,500,0.8325293064117432
7255,0.0001,32,512,64,250,0.8187456727027893
7255,0.0001,32,512,64,500,0.8215023875236511
7255,0.0001,32,512,128,250,0.8104755282402039
7255,0.0001,32,512,128,500,0.822880744934082
7255,0.0001,64,256,32,250,0.8463128805160522
7255,0.0001,64,256,32,500,0.8525155186653137
7255,0.0001,64,256,64,250,0.8456237316131592
7255,0.0001,64,256,64,500,0.8573397397994995
7255,0.0001,64,256,128,250,0.8394210934638977
7255,0.0001,64,256,128,500,0.8497588038444519
7255,0.0001,64,512,32,250,0.8490695953369141
7255,0.0001,64,512,32,500,0.8518263101577759
7255,0.0001,64,512,64,250,0.8511371612548828
7255,0.0001,64,512,64,500,0.8435561656951904
7255,0.0001,64,512,128,250,0.8414885997772217
7255,0.0001,64,512,128,500,0.848380446434021
7255,0.0001,128,256,32,250,0.8662990927696228
7255,0.0001,128,256,32,500,0.8621640205383301
7255,0.0001,128,256,64,250,0.861474871635437
7255,0.0001,128,256,64,500,0.8656099438667297
7255,0.0001,128,256,128,250,0.8566505908966064
7255,0.0001,128,256,128,500,0.861474871635437
7255,0.0001,128,512,32,250,0.8628532290458679
7255,0.0001,128,512,32,500,0.8607856631278992
7255,0.0001,128,512,64,250,0.8607856631278992
7255,0.0001,128,512,64,500,0.8676774501800537
7255,0.0001,128,512,128,250,0.8538938760757446
7255,0.0001,128,512,128,500,0.8621640205383301
7255,1e-05,32,256,32,250,0.7822191715240479
7255,1e-05,32,256,32,500,0.7787732481956482
7255,1e-05,32,256,64,250,0.7842866778373718
7255,1e-05,32,256,64,500,0.793935239315033
7255,1e-05,32,256,128,250,0.7739490270614624
7255,1e-05,32,256,128,500,0.7849758863449097
7255,1e-05,32,512,32,250,0.7911785244941711
7255,1e-05,32,512,32,500,0.7973811030387878
7255,1e-05,32,512,64,250,0.7746381759643555
7255,1e-05,32,512,64,500,0.7884217500686646
7255,1e-05,32,512,128,250,0.7829083204269409
7255,1e-05,32,512,128,500,0.7884217500686646
7255,1e-05,64,256,32,250,0.8049620985984802
7255,1e-05,64,256,32,500,0.8125430941581726
7255,1e-05,64,256,64,250,0.8015161752700806
7255,1e-05,64,256,64,500,0.807029664516449
7255,1e-05,64,256,128,250,0.7994486689567566
7255,1e-05,64,256,128,500,0.8111647367477417
7255,1e-05,64,512,32,250,0.8180565237998962
7255,1e-05,64,512,32,500,0.8111647367477417
7255,1e-05,64,512,64,250,0.807029664516449
7255,1e-05,64,512,64,500,0.809097170829773
7255,1e-05,64,512,128,250,0.792556881904602
7255,1e-05,64,512,128,500,0.8056512475013733
7255,1e-05,128,256,32,250,0.8311509490013123
7255,1e-05,128,256,32,500,0.8387318849563599
7255,1e-05,128,256,64,250,0.8180565237998962
7255,1e-05,128,256,64,500,0.8304617404937744
7255,1e-05,128,256,128,250,0.8180565237998962
7255,1e-05,128,256,128,500,0.822191596031189
7255,1e-05,128,512,32,250,0.8242591023445129
7255,1e-05,128,512,32,500,0.8318400979042053
7255,1e-05,128,512,64,250,0.8311509490013123
7255,1e-05,128,512,64,500,0.8318400979042053
7255,1e-05,128,512,128,250,0.8125430941581726
7255,1e-05,128,512,128,500,0.8345968127250671
