data_amount,learning_rate,num_filters,dense_unit,batch_size,epochs,accuracy
3674,0.001,32,256,32,250,0.8802720904350281
3674,0.001,32,256,32,500,0.878911554813385
3674,0.001,32,256,64,250,0.882993221282959
3674,0.001,32,256,64,500,0.8911564350128174
3674,0.001,32,256,128,250,0.8925170302391052
3674,0.001,32,256,128,500,0.8816326260566711
3674,0.001,32,512,32,250,0.8748299479484558
3674,0.001,32,512,32,500,0.878911554813385
3674,0.001,32,512,64,250,0.8802720904350281
3674,0.001,32,512,64,500,0.8857142925262451
3674,0.001,32,512,128,250,0.8775510191917419
3674,0.001,32,512,128,500,0.884353756904602
3674,0.001,64,256,32,250,0.8925170302391052
3674,0.001,64,256,32,500,0.8952381014823914
3674,0.001,64,256,64,250,0.8884353637695312
3674,0.001,64,256,64,500,0.8993197083473206
3674,0.001,64,256,128,250,0.8993197083473206
3674,0.001,64,256,128,500,0.8897958993911743
3674,0.001,64,512,32,250,0.8870748281478882
3674,0.001,64,512,32,500,0.8897958993911743
3674,0.001,64,512,64,250,0.8925170302391052
3674,0.001,64,512,64,500,0.8925170302391052
3674,0.001,64,512,128,250,0.882993221282959
3674,0.001,64,512,128,500,0.8938775658607483
3674,0.001,128,256,32,250,0.8802720904350281
3674,0.001,128,256,32,500,0.8911564350128174
3674,0.001,128,256,64,250,0.8965986371040344
3674,0.001,128,256,64,500,0.9034013748168945
3674,0.001,128,256,128,250,0.8965986371040344
3674,0.001,128,256,128,500,0.8993197083473206
3674,0.001,128,512,32,250,0.8870748281478882
3674,0.001,128,512,32,500,0.8897958993911743
3674,0.001,128,512,64,250,0.8965986371040344
3674,0.001,128,512,64,500,0.9047619104385376
3674,0.001,128,512,128,250,0.8965986371040344
3674,0.001,128,512,128,500,0.9020408391952515
3674,0.0001,32,256,32,250,0.8530611991882324
3674,0.0001,32,256,32,500,0.8653061389923096
3674,0.0001,32,256,64,250,0.839455783367157
3674,0.0001,32,256,64,500,0.8571428656578064
3674,0.0001,32,256,128,250,0.8421768546104431
3674,0.0001,32,256,128,500,0.8435373902320862
3674,0.0001,32,512,32,250,0.8585034012794495
3674,0.0001,32,512,32,500,0.8639456033706665
3674,0.0001,32,512,64,250,0.8489795923233032
3674,0.0001,32,512,64,500,0.8557823300361633
3674,0.0001,32,512,128,250,0.8299319744110107
3674,0.0001,32,512,128,500,0.8367347121238708
3674,0.0001,64,256,32,250,0.882993221282959
3674,0.0001,64,256,32,500,0.884353756904602
3674,0.0001,64,256,64,250,0.8598639369010925
3674,0.0001,64,256,64,500,0.8707482814788818
3674,0.0001,64,256,128,250,0.8462585210800171
3674,0.0001,64,256,128,500,0.8625850081443787
3674,0.0001,64,512,32,250,0.8761904835700989
3674,0.0001,64,512,32,500,0.8775510191917419
3674,0.0001,64,512,64,250,0.8612244725227356
3674,0.0001,64,512,64,500,0.882993221282959
3674,0.0001,64,512,128,250,0.8598639369010925
3674,0.0001,64,512,128,500,0.8639456033706665
3674,0.0001,128,256,32,250,0.8897958993911743
3674,0.0001,128,256,32,500,0.8911564350128174
3674,0.0001,128,256,64,250,0.8761904835700989
3674,0.0001,128,256,64,500,0.8816326260566711
3674,0.0001,128,256,128,250,0.8707482814788818
3674,0.0001,128,256,128,500,0.8707482814788818
3674,0.0001,128,512,32,250,0.884353756904602
3674,0.0001,128,512,32,500,0.8897958993911743
3674,0.0001,128,512,64,250,0.8816326260566711
3674,0.0001,128,512,64,500,0.8884353637695312
3674,0.0001,128,512,128,250,0.8707482814788818
3674,0.0001,128,512,128,500,0.8802720904350281
3674,1e-05,32,256,32,250,0.8258503675460815
3674,1e-05,32,256,32,500,0.8299319744110107
3674,1e-05,32,256,64,250,0.8095238208770752
3674,1e-05,32,256,64,500,0.8204081654548645
3674,1e-05,32,256,128,250,0.7986394762992859
3674,1e-05,32,256,128,500,0.8122448921203613
3674,1e-05,32,512,32,250,0.8163265585899353
3674,1e-05,32,512,32,500,0.8244897723197937
3674,1e-05,32,512,64,250,0.8149659633636475
3674,1e-05,32,512,64,500,0.8149659633636475
3674,1e-05,32,512,128,250,0.8122448921203613
3674,1e-05,32,512,128,500,0.8190476298332214
3674,1e-05,64,256,32,250,0.8231292366981506
3674,1e-05,64,256,32,500,0.8380952477455139
3674,1e-05,64,256,64,250,0.8244897723197937
3674,1e-05,64,256,64,500,0.8272109031677246
3674,1e-05,64,256,128,250,0.8217687010765076
3674,1e-05,64,256,128,500,0.8353741765022278
3674,1e-05,64,512,32,250,0.8340135812759399
3674,1e-05,64,512,32,500,0.839455783367157
3674,1e-05,64,512,64,250,0.8217687010765076
3674,1e-05,64,512,64,500,0.8285714387893677
3674,1e-05,64,512,128,250,0.8149659633636475
3674,1e-05,64,512,128,500,0.8136054277420044
3674,1e-05,128,256,32,250,0.8408163189888
3674,1e-05,128,256,32,500,0.8571428656578064
3674,1e-05,128,256,64,250,0.8380952477455139
3674,1e-05,128,256,64,500,0.8462585210800171
3674,1e-05,128,256,128,250,0.8340135812759399
3674,1e-05,128,256,128,500,0.8312925100326538
3674,1e-05,128,512,32,250,0.839455783367157
3674,1e-05,128,512,32,500,0.8489795923233032
3674,1e-05,128,512,64,250,0.8476190567016602
3674,1e-05,128,512,64,500,0.8462585210800171
3674,1e-05,128,512,128,250,0.8258503675460815
3674,1e-05,128,512,128,500,0.8353741765022278
