data_amount,learning_rate,num_filters,dense_unit,batch_size,epochs,accuracy
2651,0.001,32,256,32,250,0.8964218497276306
2651,0.001,32,256,32,500,0.903954803943634
2651,0.001,32,256,64,250,0.8907721042633057
2651,0.001,32,256,64,500,0.9001883268356323
2651,0.001,32,256,128,250,0.8964218497276306
2651,0.001,32,256,128,500,0.887005627155304
2651,0.001,32,512,32,250,0.8983050584793091
2651,0.001,32,512,32,500,0.8888888955116272
2651,0.001,32,512,64,250,0.8983050584793091
2651,0.001,32,512,64,500,0.887005627155304
2651,0.001,32,512,128,250,0.8983050584793091
2651,0.001,32,512,128,500,0.8832391500473022
2651,0.001,64,256,32,250,0.9190207123756409
2651,0.001,64,256,32,500,0.8945385813713074
2651,0.001,64,256,64,250,0.909604549407959
2651,0.001,64,256,64,500,0.9171375036239624
2651,0.001,64,256,128,250,0.8851224184036255
2651,0.001,64,256,128,500,0.8964218497276306
2651,0.001,64,512,32,250,0.8983050584793091
2651,0.001,64,512,32,500,0.903954803943634
2651,0.001,64,512,64,250,0.8983050584793091
2651,0.001,64,512,64,500,0.903954803943634
2651,0.001,64,512,128,250,0.8964218497276306
2651,0.001,64,512,128,500,0.9020715355873108
2651,0.001,128,256,32,250,0.9190207123756409
2651,0.001,128,256,32,500,0.909604549407959
2651,0.001,128,256,64,250,0.9020715355873108
2651,0.001,128,256,64,500,0.9171375036239624
2651,0.001,128,256,128,250,0.9114877581596375
2651,0.001,128,256,128,500,0.9058380126953125
2651,0.001,128,512,32,250,0.903954803943634
2651,0.001,128,512,32,500,0.9077212810516357
2651,0.001,128,512,64,250,0.9020715355873108
2651,0.001,128,512,64,500,0.903954803943634
2651,0.001,128,512,128,250,0.8926553726196289
2651,0.001,128,512,128,500,0.9001883268356323
2651,0.0001,32,256,32,250,0.8700565099716187
2651,0.0001,32,256,32,500,0.8832391500473022
2651,0.0001,32,256,64,250,0.8738229870796204
2651,0.0001,32,256,64,500,0.8738229870796204
2651,0.0001,32,256,128,250,0.8549906015396118
2651,0.0001,32,256,128,500,0.8512241244316101
2651,0.0001,32,512,32,250,0.8794726729393005
2651,0.0001,32,512,32,500,0.8775894641876221
2651,0.0001,32,512,64,250,0.860640287399292
2651,0.0001,32,512,64,500,0.8681732416152954
2651,0.0001,32,512,128,250,0.8436911702156067
2651,0.0001,32,512,128,500,0.8436911702156067
2651,0.0001,64,256,32,250,0.8907721042633057
2651,0.0001,64,256,32,500,0.8964218497276306
2651,0.0001,64,256,64,250,0.887005627155304
2651,0.0001,64,256,64,500,0.8926553726196289
2651,0.0001,64,256,128,250,0.8738229870796204
2651,0.0001,64,256,128,500,0.8851224184036255
2651,0.0001,64,512,32,250,0.8964218497276306
2651,0.0001,64,512,32,500,0.8964218497276306
2651,0.0001,64,512,64,250,0.8832391500473022
2651,0.0001,64,512,64,500,0.8926553726196289
2651,0.0001,64,512,128,250,0.8775894641876221
2651,0.0001,64,512,128,500,0.8757061958312988
2651,0.0001,128,256,32,250,0.9133710265159607
2651,0.0001,128,256,32,500,0.9114877581596375
2651,0.0001,128,256,64,250,0.9001883268356323
2651,0.0001,128,256,64,500,0.8945385813713074
2651,0.0001,128,256,128,250,0.887005627155304
2651,0.0001,128,256,128,500,0.8983050584793091
2651,0.0001,128,512,32,250,0.909604549407959
2651,0.0001,128,512,32,500,0.903954803943634
2651,0.0001,128,512,64,250,0.8907721042633057
2651,0.0001,128,512,64,500,0.8983050584793091
2651,0.0001,128,512,128,250,0.8926553726196289
2651,0.0001,128,512,128,500,0.8907721042633057
2651,1e-05,32,256,32,250,0.8418079018592834
2651,1e-05,32,256,32,500,0.8531073331832886
2651,1e-05,32,256,64,250,0.8192090392112732
2651,1e-05,32,256,64,500,0.8286252617835999
2651,1e-05,32,256,128,250,0.8192090392112732
2651,1e-05,32,256,128,500,0.839924693107605
2651,1e-05,32,512,32,250,0.8361582159996033
2651,1e-05,32,512,32,500,0.839924693107605
2651,1e-05,32,512,64,250,0.8229755163192749
2651,1e-05,32,512,64,500,0.8418079018592834
2651,1e-05,32,512,128,250,0.8267419934272766
2651,1e-05,32,512,128,500,0.8097928166389465
2651,1e-05,64,256,32,250,0.8474576473236084
2651,1e-05,64,256,32,500,0.8549906015396118
2651,1e-05,64,256,64,250,0.8474576473236084
2651,1e-05,64,256,64,500,0.8493408560752869
2651,1e-05,64,256,128,250,0.8248587846755981
2651,1e-05,64,256,128,500,0.8455743789672852
2651,1e-05,64,512,32,250,0.8455743789672852
2651,1e-05,64,512,32,500,0.8512241244316101
2651,1e-05,64,512,64,250,0.8549906015396118
2651,1e-05,64,512,64,500,0.8380414247512817
2651,1e-05,64,512,128,250,0.8361582159996033
2651,1e-05,64,512,128,500,0.8512241244316101
2651,1e-05,128,256,32,250,0.860640287399292
2651,1e-05,128,256,32,500,0.8644067645072937
2651,1e-05,128,256,64,250,0.8568738102912903
2651,1e-05,128,256,64,500,0.8644067645072937
2651,1e-05,128,256,128,250,0.8418079018592834
2651,1e-05,128,256,128,500,0.8436911702156067
2651,1e-05,128,512,32,250,0.8662900328636169
2651,1e-05,128,512,32,500,0.8832391500473022
2651,1e-05,128,512,64,250,0.8512241244316101
2651,1e-05,128,512,64,500,0.8587570786476135
2651,1e-05,128,512,128,250,0.8323917388916016
2651,1e-05,128,512,128,500,0.8436911702156067
