data_amount,learning_rate,num_filters,dense_unit,batch_size,epochs,accuracy
7682,0.001,32,256,32,250,0.6968119740486145
7682,0.001,32,256,32,500,0.6935588717460632
7682,0.001,32,256,64,250,0.6851008534431458
7682,0.001,32,256,64,500,0.710474967956543
7682,0.001,32,256,128,250,0.6948601007461548
7682,0.001,32,256,128,500,0.7020168900489807
7682,0.001,32,512,32,250,0.6909564137458801
7682,0.001,32,512,32,500,0.690305769443512
7682,0.001,32,512,64,250,0.6929082870483398
7682,0.001,32,512,64,500,0.6935588717460632
7682,0.001,32,512,128,250,0.6942095160484314
7682,0.001,32,512,128,500,0.6909564137458801
7682,0.001,64,256,32,250,0.7013663053512573
7682,0.001,64,256,32,500,0.6987638473510742
7682,0.001,64,256,64,250,0.7046194076538086
7682,0.001,64,256,64,500,0.7143786549568176
7682,0.001,64,256,128,250,0.710474967956543
7682,0.001,64,256,128,500,0.7013663053512573
7682,0.001,64,512,32,250,0.7013663053512573
7682,0.001,64,512,32,500,0.705269992351532
7682,0.001,64,512,64,250,0.7013663053512573
7682,0.001,64,512,64,500,0.7059206366539001
7682,0.001,64,512,128,250,0.7098243236541748
7682,0.001,64,512,128,500,0.6948601007461548
7682,0.001,128,256,32,250,0.705269992351532
7682,0.001,128,256,32,500,0.7059206366539001
7682,0.001,128,256,64,250,0.7065712213516235
7682,0.001,128,256,64,500,0.7143786549568176
7682,0.001,128,256,128,250,0.7137280702590942
7682,0.001,128,256,128,500,0.7137280702590942
7682,0.001,128,512,32,250,0.6968119740486145
7682,0.001,128,512,32,500,0.6961613297462463
7682,0.001,128,512,64,250,0.7020168900489807
7682,0.001,128,512,64,500,0.7065712213516235
7682,0.001,128,512,128,250,0.7026675343513489
7682,0.001,128,512,128,500,0.7007156610488892
7682,0.0001,32,256,32,250,0.6994144320487976
7682,0.0001,32,256,32,500,0.7020168900489807
7682,0.0001,32,256,64,250,0.6948601007461548
7682,0.0001,32,256,64,500,0.7098243236541748
7682,0.0001,32,256,128,250,0.6890045404434204
7682,0.0001,32,256,128,500,0.6870527267456055
7682,0.0001,32,512,32,250,0.6994144320487976
7682,0.0001,32,512,32,500,0.6961613297462463
7682,0.0001,32,512,64,250,0.7007156610488892
7682,0.0001,32,512,64,500,0.7039687633514404
7682,0.0001,32,512,128,250,0.6948601007461548
7682,0.0001,32,512,128,500,0.7007156610488892
7682,0.0001,64,256,32,250,0.7169811129570007
7682,0.0001,64,256,32,500,0.7091737389564514
7682,0.0001,64,256,64,250,0.7039687633514404
7682,0.0001,64,256,64,500,0.7085230946540833
7682,0.0001,64,256,128,250,0.6961613297462463
7682,0.0001,64,256,128,500,0.7098243236541748
7682,0.0001,64,512,32,250,0.7007156610488892
7682,0.0001,64,512,32,500,0.7091737389564514
7682,0.0001,64,512,64,250,0.7046194076538086
7682,0.0001,64,512,64,500,0.7020168900489807
7682,0.0001,64,512,128,250,0.6994144320487976
7682,0.0001,64,512,128,500,0.7085230946540833
7682,0.0001,128,256,32,250,0.7085230946540833
7682,0.0001,128,256,32,500,0.7111255526542664
7682,0.0001,128,256,64,250,0.7130774259567261
7682,0.0001,128,256,64,500,0.7085230946540833
7682,0.0001,128,256,128,250,0.7091737389564514
7682,0.0001,128,256,128,500,0.7124267816543579
7682,0.0001,128,512,32,250,0.7072218656539917
7682,0.0001,128,512,32,500,0.7143786549568176
7682,0.0001,128,512,64,250,0.7137280702590942
7682,0.0001,128,512,64,500,0.7169811129570007
7682,0.0001,128,512,128,250,0.710474967956543
7682,0.0001,128,512,128,500,0.7117761969566345
7682,1e-05,32,256,32,250,0.6688354015350342
7682,1e-05,32,256,32,500,0.6772934198379517
7682,1e-05,32,256,64,250,0.6623291969299316
7682,1e-05,32,256,64,500,0.6649317145347595
7682,1e-05,32,256,128,250,0.6694859862327576
7682,1e-05,32,256,128,500,0.668184757232666
7682,1e-05,32,512,32,250,0.6746909618377686
7682,1e-05,32,512,32,500,0.6759921908378601
7682,1e-05,32,512,64,250,0.6759921908378601
7682,1e-05,32,512,64,500,0.6818477511405945
7682,1e-05,32,512,128,250,0.6779440641403198
7682,1e-05,32,512,128,500,0.6798958778381348
7682,1e-05,64,256,32,250,0.6766428351402283
7682,1e-05,64,256,32,500,0.6942095160484314
7682,1e-05,64,256,64,250,0.6942095160484314
7682,1e-05,64,256,64,500,0.6929082870483398
7682,1e-05,64,256,128,250,0.6844502091407776
7682,1e-05,64,256,128,500,0.6785946488380432
7682,1e-05,64,512,32,250,0.6929082870483398
7682,1e-05,64,512,32,500,0.7059206366539001
7682,1e-05,64,512,64,250,0.6935588717460632
7682,1e-05,64,512,64,500,0.6909564137458801
7682,1e-05,64,512,128,250,0.6792452931404114
7682,1e-05,64,512,128,500,0.6870527267456055
7682,1e-05,128,256,32,250,0.703318178653717
7682,1e-05,128,256,32,500,0.705269992351532
7682,1e-05,128,256,64,250,0.6948601007461548
7682,1e-05,128,256,64,500,0.703318178653717
7682,1e-05,128,256,128,250,0.7020168900489807
7682,1e-05,128,256,128,500,0.7065712213516235
7682,1e-05,128,512,32,250,0.7026675343513489
7682,1e-05,128,512,32,500,0.7091737389564514
7682,1e-05,128,512,64,250,0.6922576427459717
7682,1e-05,128,512,64,500,0.7098243236541748
7682,1e-05,128,512,128,250,0.7000650763511658
7682,1e-05,128,512,128,500,0.7000650763511658
